上板城南火车站				29.644078	111.767492
潘家店火车站				29.644078	111.767492
北马圈子火车站				40.329347	117.625199
豆庄火车站				29.644078	111.767492
新杖子火车站				40.878753	118.338629
下台子火车站				29.644078	111.767492
什里店火车站				29.644078	111.767492
徘徊北火车站				36.6069	114.045794
磁西火车站				29.644078	111.767492
前苇塘火车站				29.644078	111.767492
六道河子火车站				0	0
抚宁火车站				39.899885	119.25559
悬钟火车站				29.644078	111.767492
南城司火车站				27.518966	116.681732
王安镇火车站				39.408463	114.946999
燕郊火车站				39.947372	116.831955
野三坡火车站				29.644078	111.767492
虎什哈火车站				40.864585	117.003779
朝阳地火车站				29.644078	111.767492
南大庙火车站				29.644078	111.767492
奇峰塔火车站				29.644078	111.767492
井陉火车站				38.041249	114.143727
艾河火车站				29.644078	111.767492
板城火车站				29.644078	111.767492
北屯火车站				47.328994	87.768399
大盘石火车站				29.644078	111.767492
福山口火车站				26.278176	111.525161
浮图峪火车站				29.644078	111.767492
小西庄火车站				29.644078	111.767492
塔崖驿火车站				29.644078	111.767492
紫荆关火车站				39.454371	115.177763
窑上火车站				29.644078	111.767492
固安火车站				39.430954	116.330217
庙宫火车站				29.644078	111.767492
沙坨子火车站				29.644078	111.767492
东大坝火车站				32.2262	119.32766
广德号火车站				41.882048	117.938734
河洛营火车站				29.644078	111.767492
黄家店火车站				29.644078	111.767492
腰栈火车站				29.644078	111.767492
银镇火车站				29.644078	111.767492
张三营火车站				29.644078	111.767492
汤头沟火车站				41.04089	117.03844
南峪火车站				37.995336	113.943029
井南火车站				37.998485	114.023998
五道河火车站				29.644078	111.767492
文安火车站				38.890053	116.340691
王瞳火车站				37.546298	116.169447
徐水火车站				39.035693	115.649557
卢龙火车站				39.958378	118.990015
南张村火车站				29.644078	111.767492
元氏火车站				37.765074	114.550994
旧庄窝火车站				36.889985	105.202974
沙岭子火车站				40.678861	114.931156
辛庄子火车站				29.644078	111.767492
西八里火车站				29.644078	111.767492
新保安火车站				44.151435	123.592156
邢家堡火车站				39.951916	123.694791
杨树岭火车站				40.996781	118.884627
小寺沟火车站				40.905844	118.652351
官厅火车站				29.644078	111.767492
三河县火车站				39.978958	117.09884
大杖子火车站				29.644078	111.767492
河间西火车站				38.483721	116.271593
榆树沟火车站				29.644078	111.767492
郭磊庄火车站				29.644078	111.767492
南宫东火车站				37.175729	115.701842
临西火车站				36.934303	115.720406
官厅西火车站				29.644078	111.767492
落垡火车站				29.644078	111.767492
和村火车站				29.644078	111.767492
义井火车站				29.644078	111.767492
新乐火车站				38.348517	114.698532
彭城火车站				29.644078	111.767492
田庄火车站				39.419083	117.939838
临水火车站				29.644078	111.767492
新坡火车站				29.644078	111.767492
马头火车站				36.481863	114.433809
马铺营火车站				29.644078	111.767492
马柳火车站				39.867305	118.533088
平坊火车站				29.644078	111.767492
牛叫河火车站				36.650971	114.362479
沙子河火车站				29.644078	111.767492
上安火车站				29.644078	111.767492
清凉店火车站				29.644078	111.767492
清风店火车站				29.644078	111.767492
秦皇岛火车站				39.97107	119.598637
狼窝铺火车站				29.644078	111.767492
孔家庄火车站				40.766304	114.733455
九龙山火车站				39.718576	118.997975
良村火车站				29.644078	111.767492
滦县东火车站				39.785509	118.583777
柳辛庄火车站				38.105083	114.523762
富庄子火车站				39.847826	117.953461
福山寺火车站				29.644078	111.767492
贡家台火车站				29.644078	111.767492
苟各庄火车站				38.883904	116.156912
定兴火车站				39.211518	115.755046
承安铺火车站				29.644078	111.767492
包官营火车站				39.968637	118.825907
八里庄火车站				29.644078	111.767492
完县火车站				29.644078	111.767492
双望火车站				29.644078	111.767492
石郎庄火车站				34.347422	119.36856
石门火车站				29.801743	111.044287
幽州火车站				29.644078	111.767492
